genomefile,brieftax,f_major,f_ident,f_removed,n_reason_1,n_reason_2,n_reason_3,refsize,ratio,clean_bp,clean_n,dirty_n,dirty_bp,missed_n,missed_bp,taxguessed,taxprovided,comment
TARA_IOS_MAG_00053.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_IOS_MAG_00055.fa,genus g__UBA5691,0.9970414201183432,0.6859462201927955,0.004783140275029306,1,2,0,2941000,0.67,1973938,441,3,9487,11,34958,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA5691;s__UBA5691 sp002474325,,
TARA_IOS_MAG_00056.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_IOS_MAG_00057.fa,genus g__UBA4151,1.0,0.7803676953381484,0.0,0,0,0,3454000,0.87,3008856,489,0,0,10,32662,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA4151;f__UBA4151;g__UBA4151;s__UBA4151 sp002696345,,
TARA_IOS_MAG_00058.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_IOS_MAG_00059.fa,genus g__GCA-2693325,0.9977603583426652,0.7485331098072087,0.004916077233536318,0,3,0,3272000,0.7,2306510,465,3,11395,7,20134,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__GCA-002724215;g__GCA-2693325;s__GCA-2693325 sp002693325,,
TARA_IOS_MAG_00060.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_IOS_MAG_00061.fa,genus g__Luminiphilus,0.9984802431610942,0.5782073813708261,0.00487126800187795,0,1,0,1631000,1.36,2217109,381,1,10853,6,17450,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp002703585,,
TARA_IOS_MAG_00062.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_IOS_MAG_00063.fa,genus g__Marinobacter,0.969046114971573,0.5802785923753666,0.02802075116184134,0,1,2,4192000,0.64,2676236,104,3,77152,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter adhaerens_A,,
TARA_IOS_MAG_00064.fa,genus g__GCA-002728675,0.9968112244897959,0.7169638774577046,0.0034185733872617147,1,1,0,4535000,0.49,2236539,553,2,7672,21,62903,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002728675;s__GCA-002728675 sp002728675,,
TARA_IOS_MAG_00065.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_IOS_MAG_00066.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_IOS_MAG_00067.fa,genus g__Marinobacter,0.9849759615384616,0.5722145804676754,0.012952864194633712,1,3,2,4094000,0.71,2893809,351,6,37975,10,32139,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter hydrocarbonoclasticus,,
TARA_IOS_MAG_00068.fa,genus g__None,0.4,0.0013264945171559957,0.0029021046990012848,0,6,2,0,0.0,11443536,3191,8,33307,133,399535,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_IOS_MAG_00069.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_IOS_MAG_00070.fa,genus g__UBA6544,0.7431192660550459,0.10283018867924529,0.041430359850896194,0,21,4,2480000,0.85,2115614,399,25,91439,11,33978,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA6544;s__UBA6544 sp002724555,,
TARA_IOS_MAG_00073.fa,genus g__None,0.375,0.001848001848001848,0.004947489699880666,0,7,0,0,0.0,4348474,1339,7,21621,63,182570,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_IOS_MAG_00075.fa,genus g__None,0.9037267080745341,0.10754843019372078,0.15197911303171055,0,24,44,0,0.0,2516580,624,68,451012,16,53642,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_IOS_MAG_00076.fa,genus g__None,0.56,0.00865051903114187,0.022406410081594205,0,13,2,0,0.0,2803233,833,15,64250,28,81539,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_IOS_MAG_00077.fa,,,,,,,,,,,,,,,,,,no matches to this genome were found in the database; nothing to do
TARA_IOS_MAG_00078.fa,genus g__None,1.0,0.0034982508745627187,0.0034598384900721923,0,0,2,0,0.0,2092544,577,2,7265,33,105719,,d__Eukaryota;p__None;c__None;o__None;f__None;g__None;s__None,
TARA_MED_MAG_00001.fa,genus g__GCA-2691145,1.0,0.9452449567723343,0.0,0,0,0,1886000,0.75,1412765,25,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__GCA-2691145;s__GCA-2691145 sp002691145,,
TARA_MED_MAG_00002.fa,genus g__TMED78,0.9992927864214993,0.9605978260869565,0.0,0,0,0,1574000,0.91,1431420,37,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__TMED78;s__TMED78 sp002171615,,
TARA_MED_MAG_00003.fa,genus g__UBA7455,0.9952623906705539,0.8376068376068376,0.0022643843417005038,0,0,1,3188000,1.05,3355330,76,1,7615,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7455;s__UBA7455 sp003452295,,
TARA_MED_MAG_00004.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00005.fa,genus g__TMED198,0.9988584474885844,0.5593869731800766,0.0,0,0,0,1098000,1.5,1647124,120,0,0,0,0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__TMED198;g__TMED198;s__TMED198 sp002170735,,
TARA_MED_MAG_00006.fa,genus g__TMED8,1.0,0.97291807718348,0.0,0,0,0,2996000,0.99,2951863,29,0,0,1,3541,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA3470;g__TMED8;s__TMED8 sp002690705,,
TARA_MED_MAG_00008.fa,genus g__UBA4421,1.0,0.9089332176929749,0.0,0,0,0,2591000,0.89,2307908,220,0,0,3,10469,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002470275,,
TARA_MED_MAG_00009.fa,genus g__HTCC2207,0.9970873786407767,0.8491343775762572,0.006872726468039907,0,1,0,1215000,0.96,1166859,109,1,8075,1,2922,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002469845,,
TARA_MED_MAG_00010.fa,genus g__UBA4465,0.9880418535127056,0.251031894934334,0.0026053899026439614,0,0,1,2527000,1.08,2730653,223,1,7133,1,3334,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__UBA4465;s__UBA4465 sp002292365,,
TARA_MED_MAG_00011.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00012.fa,genus g__TMED48,1.0,0.7798896382587369,0.0,0,0,0,1710000,0.97,1663360,100,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48;s__TMED48 sp002691825,,
TARA_MED_MAG_00013.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00014.fa,genus g__AAA164-E04,0.9997215260373155,0.838626809901915,0.003749826312564492,0,1,0,3852000,1.14,4373608,203,1,16462,2,5851,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__AAA164-E04;s__AAA164-E04 sp002690655,,
TARA_MED_MAG_00015.fa,genus g__UBA7377,0.9993220338983051,0.8516166281755196,0.03086868614213352,0,1,0,1545000,1.12,1724606,53,1,54932,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA7377;s__UBA7377 sp002170395,,
TARA_MED_MAG_00016.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00017.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00018.fa,genus g__TMED123,0.9928425357873211,0.6387981711299804,0.1377807496285903,0,7,0,1977000,0.68,1337171,38,7,213677,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__TMED123;s__TMED123 sp002170165,,
TARA_MED_MAG_00019.fa,genus g__GCA-2692065,0.9991909385113269,0.8396739130434783,0.00836747065415067,0,1,0,1427000,1.06,1511482,69,1,12754,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__GCA-2692065;s__GCA-2692065 sp002692065,,
TARA_MED_MAG_00020.fa,genus g__MED722,0.9885057471264368,0.3787313432835821,0.03427675010609395,0,2,0,694000,2.19,1522398,33,2,54035,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__MED722;s__MED722 sp002690625,,
TARA_MED_MAG_00021.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00022.fa,genus g__TMED69,0.9974473516273133,0.8676633444075305,0.031581216899041385,0,1,0,1912000,0.92,1751734,22,1,57126,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536_A;f__TMED69;g__TMED69;s__TMED69 sp002170535,,
TARA_MED_MAG_00023.fa,genus g__MedAcidi-G2A,0.9966442953020134,0.31155253528489285,0.0,0,0,0,1182000,1.63,1928213,26,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp002713485,,
TARA_MED_MAG_00024.fa,genus g__MedAcidi-G2A,0.9909560723514211,0.8104712041884817,0.020295200981653796,2,1,2,1389000,1.32,1834750,125,5,38008,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp000817095,,
TARA_MED_MAG_00025.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00026.fa,genus g__UBA11654,0.9925742574257426,0.9044776119402985,0.035473342955156986,0,1,2,1364000,0.97,1329899,68,3,48911,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__UBA11654;s__UBA11654 sp002691465,,
TARA_MED_MAG_00027.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00028.fa,genus g__GCA-2691085,0.9917898193760263,0.7847938144329897,0.0,0,0,0,1658000,0.93,1537072,29,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2691085;f__GCA-2691085;g__GCA-2691085;s__GCA-2691085 sp002691085,,
TARA_MED_MAG_00029.fa,genus g__UBA7388,0.9966694421315571,0.515450643776824,0.0,0,0,0,2217000,1.04,2295313,53,0,0,1,5368,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA7388;s__UBA7388 sp002470695,,
TARA_MED_MAG_00030.fa,genus g__TMED48,1.0,0.9432013769363167,0.0,0,0,0,2209000,0.8,1775473,204,0,0,3,7987,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48;s__TMED48 sp002338445,,
TARA_MED_MAG_00031.fa,genus g__UBA7451,0.998272884283247,0.5279635258358663,0.0039243926829426205,0,1,0,2043000,1.66,3384643,336,1,13335,6,19416,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7451;s__UBA7451 sp002457275,,
TARA_MED_MAG_00032.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00033.fa,genus g__UBA3031,1.0,0.9520748100526009,0.0,0,0,0,1827000,0.96,1761443,42,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-40;g__UBA3031;s__UBA3031 sp002167745,,
TARA_MED_MAG_00034.fa,genus g__UBA12202,0.9986928104575163,0.7746835443037975,0.0014409898574323531,0,1,0,2040000,0.96,1956247,203,1,2823,2,7697,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202;s__UBA12202 sp002691725,,
TARA_MED_MAG_00035.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00036.fa,genus g__MB11C04,1.0,0.7225274725274725,0.0,0,0,0,2271000,0.97,2210280,231,0,0,3,10411,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002167265,,
TARA_MED_MAG_00038.fa,genus g__UBA4421,1.0,0.8597662771285476,0.0,0,0,0,3075000,0.96,2950023,348,0,0,2,5005,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002450255,,
TARA_MED_MAG_00039.fa,genus g__TMED131,0.9939668174962293,0.4742489270386266,0.038141575128397276,0,3,0,861000,1.53,1315654,47,3,52171,1,4312,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__TMED131;s__TMED131 sp002689905,,
TARA_MED_MAG_00040.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00041.fa,genus g__SW10,0.9796264855687606,0.49056079955580234,0.013726097945440122,2,1,4,3611000,0.99,3567044,292,7,49643,3,8648,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002420315,,
TARA_MED_MAG_00042.fa,genus g__TMED62,0.9882352941176471,0.8494337108594271,0.028666362193835962,0,2,2,1523000,0.95,1452611,106,4,42870,3,8536,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__TMED62;s__TMED62 sp002170595,,
TARA_MED_MAG_00043.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00044.fa,genus g__MB11C04,1.0,0.7092125579001544,0.0,0,0,0,2145000,0.92,1979555,206,0,0,3,14349,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002168015,,
TARA_MED_MAG_00045.fa,genus g__Luminiphilus,0.9993284083277367,0.7635897435897436,0.009039939442926241,0,1,0,2038000,0.95,1930960,233,1,17615,1,5434,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp002456975,,
TARA_MED_MAG_00046.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00047.fa,genus g__UBA1858,1.0,0.9255172413793104,0.0,0,0,0,1505000,1.02,1531601,121,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__UBA1858;s__UBA1858 sp002338385,,
TARA_MED_MAG_00048.fa,genus g__S36-B12,0.9686552072800809,0.671875,0.04348933269430925,2,5,3,1793000,0.82,1464898,233,10,66604,5,17084,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__S36-B12;g__S36-B12;s__S36-B12 sp002729215,,
TARA_MED_MAG_00049.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00050.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00051.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00052.fa,genus g__UBA7455,0.99921875,0.7945375543140907,0.022864486730256255,0,1,0,1974000,0.83,1639992,106,1,38375,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7455;s__UBA7455 sp002167855,,
TARA_MED_MAG_00053.fa,genus g__MGIIb-N2,0.9993865030674847,0.9040488075429839,0.0,0,0,0,1821000,0.98,1787286,132,0,0,1,2571,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002502625,,
TARA_MED_MAG_00054.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00055.fa,genus g__UBA1859,0.9961389961389961,0.5755555555555556,0.007306456365043388,0,2,0,855000,1.6,1371288,105,2,10093,0,0,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__UBA1859;g__UBA1859;s__UBA1859 sp002338345,,
TARA_MED_MAG_00056.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00057.fa,genus g__UBA7378,0.9987405541561712,0.8792912513842747,0.0,0,0,0,1790000,1.01,1812124,90,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__UBA7378 sp002469805,,
TARA_MED_MAG_00058.fa,genus g__Oleibacter,0.990829694323144,0.7085396039603961,0.013656049752770271,2,2,3,3909000,0.86,3343272,368,7,46288,6,17014,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleibacter;s__Oleibacter sp002724925,,
TARA_MED_MAG_00059.fa,genus g__TMED25,0.9990875912408759,0.8852988691437803,0.0,0,0,0,1371000,0.88,1210435,95,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__TMED25;s__TMED25 sp002168075,,
TARA_MED_MAG_00060.fa,genus g__Poseidonia,1.0,0.7206557377049181,0.0,0,0,0,1422000,1.14,1624172,266,0,0,7,24752,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002704515,,
TARA_MED_MAG_00061.fa,genus g__GCA-002691585,0.9986577181208054,0.7540485829959515,0.003094868800220812,0,1,0,1504000,0.64,967957,81,1,3005,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__GCA-002691585;g__GCA-002691585;s__GCA-002691585 sp002691585,,
TARA_MED_MAG_00062.fa,genus g__TMED14,1.0,0.8609583660644148,0.0,0,0,0,1583000,0.81,1283464,190,0,0,3,8573,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__TMED14;s__TMED14 sp002167805,,
TARA_MED_MAG_00063.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00064.fa,genus g__TMED25,1.0,0.8854824165915239,0.0,0,0,0,1507000,0.74,1112207,139,0,0,3,9547,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__TMED25;s__TMED25 sp002704755,,
TARA_MED_MAG_00065.fa,genus g__TMED48,0.9952076677316294,0.7109596819988643,0.003920822060667506,0,0,1,1697000,1.05,1784183,62,1,7023,1,3221,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__TMED48;s__TMED48 sp002689135,,
TARA_MED_MAG_00066.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00067.fa,genus g__UBA7377,0.9965675057208238,0.6527259148618372,0.0,0,0,0,1877000,0.69,1295446,28,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA7377;s__UBA7377 sp002171155,,
TARA_MED_MAG_00068.fa,genus g__UBA9145,0.9986945169712794,0.9225210758731434,0.002357322318239679,0,1,0,3211000,0.8,2565923,369,1,6063,7,26445,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002477465,,
TARA_MED_MAG_00069.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00070.fa,genus g__TMED58,1.0,0.8632478632478633,0.0,0,0,0,1172000,0.76,886127,112,0,0,2,6094,d__Bacteria;p__Dadabacteria;c__UBA1144;o__UBA1144;f__UBA1144;g__TMED58;s__TMED58 sp002167555,,
TARA_MED_MAG_00071.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00072.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00073.fa,genus g__Coraliomargarita,1.0,0.8458005249343832,0.0,0,0,0,1946000,0.79,1545674,258,0,0,6,19994,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Coraliomargarita;s__Coraliomargarita sp002469895,,
TARA_MED_MAG_00074.fa,genus g__UBA2705,0.9994591671173607,0.7507105156313439,0.001767539167711425,0,1,0,2465000,0.99,2442015,207,1,4324,1,3664,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA2705;s__UBA2705 sp002354205,,
TARA_MED_MAG_00075.fa,genus g__MGIIb-O3,0.9988151658767772,0.6307922272047832,0.044392554480762486,1,0,0,833000,1.55,1291578,34,1,60000,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002172185,,
TARA_MED_MAG_00076.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00077.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00078.fa,genus g__MedAcidi-G1,0.9856424982053122,0.8038084246970572,0.03320930070052233,0,11,2,1664000,1.0,1660260,192,13,57030,3,9515,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp000817085,,
TARA_MED_MAG_00079.fa,genus g__MGIIa-L2,1.0,0.917204932472108,0.0,0,0,0,1857000,0.92,1714244,190,0,0,3,12363,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp002502215,,
TARA_MED_MAG_00080.fa,genus g__MGIIb-N2,0.9965217391304347,0.6482525366403608,0.007649964554731167,0,0,1,1654000,1.06,1756792,106,1,13543,1,2876,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585,,
TARA_MED_MAG_00081.fa,genus g__Pelagibacter_A,0.9984756097560976,0.845360824742268,0.0,0,0,0,990000,0.74,731674,17,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A;s__Pelagibacter_A sp002692325,,
TARA_MED_MAG_00082.fa,genus g__Litoricola,0.9961612284069098,0.8371719335832887,0.006269478852316318,1,1,1,1764000,1.03,1809469,105,3,11416,3,9815,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola;s__Litoricola sp002705795,,
TARA_MED_MAG_00083.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00084.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00085.fa,genus g__TMED26,0.9956656346749226,0.623070987654321,0.006060804272420685,0,2,0,2577000,1.0,2583243,328,2,15752,4,13852,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED26;f__TMED26;g__TMED26;s__TMED26 sp003280605,,
TARA_MED_MAG_00086.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00087.fa,genus g__UBA7377,0.9989304812834224,0.7830820770519263,0.004216000150776293,0,1,0,1815000,0.67,1215206,190,1,5145,1,3544,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA7377;s__UBA7377 sp002167365,,
TARA_MED_MAG_00088.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
TARA_MED_MAG_00089.fa,,,,,,,,,,,,,,,,,,too few identifiable hashes; < 10%. provide a lineage for this genome.
